Tech implementation started at 2025-03-08 08:18:10
Processing xycraft_machines (Category: high-tech)
aquilaria_pressure_plate - Tech Level: 150
asai_palm_bookshelf - Tech Level: 150
asai_palm_button - Tech Level: 150
asai_palm_pressure_plate - Tech Level: 150
ash_bookshelf - Tech Level: 150
ash_button - Tech Level: 150
ash_pressure_plate - Tech Level: 150
aspen_bookshelf - Tech Level: 150
aspen_button - Tech Level: 150
aspen_pressure_plate - Tech Level: 150
avocado_bookshelf - Tech Level: 150
avocado_button - Tech Level: 150
avocado_crate - Tech Level: 150
avocado_pressure_plate - Tech Level: 150
avocado - Tech Level: 150
balsa_bookshelf - Tech Level: 150
balsa_button - Tech Level: 150
balsa_pressure_plate - Tech Level: 150
balsam_fir_bookshelf - Tech Level: 150
balsam_fir_button - Tech Level: 150
balsam_fir_pressure_plate - Tech Level: 150
banana_bookshelf - Tech Level: 150
banana_button - Tech Level: 150
banana_crate - Tech Level: 150
banana_pressure_plate - Tech Level: 150
banana - Tech Level: 150
beech_bookshelf - Tech Level: 150
beech_button - Tech Level: 150
beech_pressure_plate - Tech Level: 150
beechnut_crate - Tech Level: 150
beechnut - Tech Level: 150
beliy_naliv_apple_bookshelf - Tech Level: 150
beliy_naliv_apple_button - Tech Level: 150
beliy_naliv_apple_crate - Tech Level: 150
beliy_naliv_apple_pressure_plate - Tech Level: 150
beliy_naliv_apple - Tech Level: 150
black_cherry_bookshelf - Tech Level: 150
black_cherry_button - Tech Level: 150
black_cherry_crate - Tech Level: 150
black_cherry_pressure_plate - Tech Level: 150
black_cherry - Tech Level: 150
black_ember_bookshelf - Tech Level: 150
black_ember_button - Tech Level: 150
black_ember_pressure_plate - Tech Level: 150
black_locust_bookshelf - Tech Level: 150
black_locust_button - Tech Level: 150
black_locust_pressure_plate - Tech Level: 150
blackthorn_bookshelf - Tech Level: 150
blackthorn_button - Tech Level: 150
blackthorn_pressure_plate - Tech Level: 150
blue_mahoe_bookshelf - Tech Level: 150
blue_mahoe_button - Tech Level: 150
blue_mahoe_pressure_plate - Tech Level: 150
blue_yonder_bookshelf - Tech Level: 150
blue_yonder_button - Tech Level: 150
blue_yonder_pressure_plate - Tech Level: 150
brazil_nut_bookshelf - Tech Level: 150
brazil_nut_button - Tech Level: 150
brazil_nut_crate - Tech Level: 150
brazil_nut_pressure_plate - Tech Level: 150
brazil_nut - Tech Level: 150
brown_amber_bookshelf - Tech Level: 150
brown_amber_button - Tech Level: 150
brown_amber_pressure_plate - Tech Level: 150
buddhas_hand_bookshelf - Tech Level: 150
buddhas_hand_button - Tech Level: 150
buddhas_hand_crate - Tech Level: 150
buddhas_hand_pressure_plate - Tech Level: 150
buddhas_hand - Tech Level: 150
bull_pine_bookshelf - Tech Level: 150
bull_pine_button - Tech Level: 150
bull_pine_pressure_plate - Tech Level: 150
butternut_bookshelf - Tech Level: 150
butternut_button - Tech Level: 150
butternut_crate - Tech Level: 150
butternut_pressure_plate - Tech Level: 150
butternut - Tech Level: 150
cacao_bookshelf - Tech Level: 150
cacao_button - Tech Level: 150
cacao_pressure_plate - Tech Level: 150
carob_bookshelf - Tech Level: 150
carob_button - Tech Level: 150
carob_pressure_plate - Tech Level: 150
carob - Tech Level: 150
cashew_bookshelf - Tech Level: 150
cashew_button - Tech Level: 150
cashew_crate - Tech Level: 150
cashew_pressure_plate - Tech Level: 150
cashew - Tech Level: 150
cave_dweller_bookshelf - Tech Level: 150
cave_dweller_button - Tech Level: 150
cave_dweller_pressure_plate - Tech Level: 150
cedar_bookshelf - Tech Level: 150
cedar_button - Tech Level: 150
cedar_pressure_plate - Tech Level: 150
cempedak_bookshelf - Tech Level: 150
cempedak_button - Tech Level: 150
cempedak_crate - Tech Level: 150
cempedak_pressure_plate - Tech Level: 150
cempedak - Tech Level: 150
ceylon_ebony_bookshelf - Tech Level: 150
ceylon_ebony_button - Tech Level: 150
ceylon_ebony_pressure_plate - Tech Level: 150
cherry_plum_bookshelf - Tech Level: 150
cherry_plum_button - Tech Level: 150
cherry_plum_crate - Tech Level: 150
cherry_plum_pressure_plate - Tech Level: 150
cherry_plum - Tech Level: 150
chestnut_crate - Tech Level: 150
chestnut - Tech Level: 150
cinnamon_bookshelf - Tech Level: 150
cinnamon_button - Tech Level: 150
cinnamon_crate - Tech Level: 150
cinnamon_pressure_plate - Tech Level: 150
cinnamon - Tech Level: 150
citron_bookshelf - Tech Level: 150
citron_button - Tech Level: 150
citron_crate - Tech Level: 150
citron_pressure_plate - Tech Level: 150
citron - Tech Level: 150
clove_bookshelf - Tech Level: 150
clove_button - Tech Level: 150
clove_crate - Tech Level: 150
clove_pressure_plate - Tech Level: 150
clove - Tech Level: 150
cocobolo_bookshelf - Tech Level: 150
cocobolo_button - Tech Level: 150
cocobolo_pressure_plate - Tech Level: 150
coconut_bookshelf - Tech Level: 150
coconut_button - Tech Level: 150
coconut_crate - Tech Level: 150
coconut_pressure_plate - Tech Level: 150
coconut_sprout - Tech Level: 150
coconut - Tech Level: 150
coffea_bookshelf - Tech Level: 150
coffea_button - Tech Level: 150
coffea_pressure_plate - Tech Level: 150
coffee_bean_crate - Tech Level: 150
coffee_bean - Tech Level: 150
copoazu_bookshelf - Tech Level: 150
copoazu_button - Tech Level: 150
copoazu_crate - Tech Level: 150
copoazu_pressure_plate - Tech Level: 150
copoazu - Tech Level: 150
copper_beech_bookshelf - Tech Level: 150
copper_beech_button - Tech Level: 150
copper_beech_pressure_plate - Tech Level: 150
cork_oak_bookshelf - Tech Level: 150
cork_oak_button - Tech Level: 150
cork_oak_pressure_plate - Tech Level: 150
cork - Tech Level: 150
cultivated_pear_bookshelf - Tech Level: 150
cultivated_pear_button - Tech Level: 150
cultivated_pear_pressure_plate - Tech Level: 150
cured_rubber - Tech Level: 150
date_crate - Tech Level: 150
date_palm_bookshelf - Tech Level: 150
date_palm_button - Tech Level: 150
date_palm_juice - Tech Level: 150
date_palm_pressure_plate - Tech Level: 150
date - Tech Level: 150
douglas_fir_bookshelf - Tech Level: 150
douglas_fir_button - Tech Level: 150
douglas_fir_pressure_plate - Tech Level: 150
dracaena_sap - Tech Level: 150
elm_bookshelf - Tech Level: 150
elm_button - Tech Level: 150
elm_pressure_plate - Tech Level: 150
european_larch_bookshelf - Tech Level: 150
european_larch_button - Tech Level: 150
european_larch_pressure_plate - Tech Level: 150
expansion_box_alder - Tech Level: 150
expansion_box_allspice - Tech Level: 150
expansion_box_almond - Tech Level: 150
expansion_box_apricot - Tech Level: 150
expansion_box_aquilaria - Tech Level: 150
expansion_box_asai_palm - Tech Level: 150
expansion_box_ash - Tech Level: 150
expansion_box_aspen - Tech Level: 150
expansion_box_avocado - Tech Level: 150
expansion_box_balsa - Tech Level: 150
expansion_box_balsam_fir - Tech Level: 150
expansion_box_banana - Tech Level: 150
expansion_box_beech - Tech Level: 150
expansion_box_beliy_naliv_apple - Tech Level: 150
expansion_box_black_cherry - Tech Level: 150
expansion_box_black_ember - Tech Level: 150
expansion_box_black_locust - Tech Level: 150
expansion_box_blackthorn - Tech Level: 150
expansion_box_blue_mahoe - Tech Level: 150
expansion_box_blue_yonder - Tech Level: 150
expansion_box_brazil_nut - Tech Level: 150
expansion_box_brown_amber - Tech Level: 150
expansion_box_buddhas_hand - Tech Level: 150
expansion_box_bull_pine - Tech Level: 150
expansion_box_butternut - Tech Level: 150
expansion_box_cacao - Tech Level: 150
expansion_box_carob - Tech Level: 150
expansion_box_cashew - Tech Level: 150
expansion_box_cave_dweller - Tech Level: 150
expansion_box_cedar - Tech Level: 150
expansion_box_cempedak - Tech Level: 150
expansion_box_ceylon_ebony - Tech Level: 150
expansion_box_cherry_plum - Tech Level: 150
expansion_box_cinnamon - Tech Level: 150
expansion_box_citron - Tech Level: 150
expansion_box_clove - Tech Level: 150
expansion_box_cocobolo - Tech Level: 150
expansion_box_coconut - Tech Level: 150
expansion_box_coffea - Tech Level: 150
expansion_box_copoazu - Tech Level: 150
expansion_box_copper_beech - Tech Level: 150
expansion_box_cork_oak - Tech Level: 150
expansion_box_cultivated_pear - Tech Level: 150
expansion_box_date_palm - Tech Level: 150
expansion_box_douglas_fir - Tech Level: 150
expansion_box_elm - Tech Level: 150
expansion_box_european_larch - Tech Level: 150
expansion_box_finger_lime - Tech Level: 150
expansion_box_firecracker - Tech Level: 150
expansion_box_flickering_sun - Tech Level: 150
expansion_box_foggy_blast - Tech Level: 150
expansion_box_ginkgo - Tech Level: 150
expansion_box_golden_delicious_apple - Tech Level: 250
expansion_box_grandidiers_baobab - Tech Level: 150
expansion_box_granny_smith_apple - Tech Level: 150
expansion_box_great_sallow - Tech Level: 150
expansion_box_greenheart - Tech Level: 150
expansion_box_hawthorn - Tech Level: 150
expansion_box_hazel - Tech Level: 150
expansion_box_holly - Tech Level: 150
expansion_box_hornbeam - Tech Level: 150
expansion_box_ipe - Tech Level: 150
expansion_box_iroko - Tech Level: 150
expansion_box_juniper - Tech Level: 150
expansion_box_kapok - Tech Level: 150
expansion_box_key_lime - Tech Level: 150
expansion_box_kumquat - Tech Level: 150
expansion_box_lawson_cypress - Tech Level: 150
expansion_box_lemon - Tech Level: 150
expansion_box_lime - Tech Level: 150
expansion_box_loblolly_pine - Tech Level: 150
expansion_box_mahogany - Tech Level: 150
expansion_box_mandarin - Tech Level: 150
expansion_box_mango - Tech Level: 150
expansion_box_monkey_puzzle - Tech Level: 150
expansion_box_myrtle_ebony - Tech Level: 150
expansion_box_nectarine - Tech Level: 150
expansion_box_night_fuchsia - Tech Level: 150
expansion_box_nutmeg - Tech Level: 150
expansion_box_old_fustic - Tech Level: 150
expansion_box_olive - Tech Level: 150
expansion_box_orange - Tech Level: 150
expansion_box_osage_orange - Tech Level: 150
expansion_box_padauk - Tech Level: 150
expansion_box_pandanus - Tech Level: 150
expansion_box_papaya - Tech Level: 150
expansion_box_peach - Tech Level: 150
expansion_box_pecan - Tech Level: 150
expansion_box_persimmon - Tech Level: 150
expansion_box_pink_ipe - Tech Level: 150
expansion_box_pink_ivory - Tech Level: 150
expansion_box_pistachio - Tech Level: 150
expansion_box_plantain - Tech Level: 150
expansion_box_plum - Tech Level: 150
expansion_box_pomegranate - Tech Level: 150
expansion_box_pomelo - Tech Level: 150
expansion_box_prairie_crabapple - Tech Level: 150
expansion_box_purple_blackthorn - Tech Level: 150
expansion_box_purple_crepe_myrtle - Tech Level: 150
expansion_box_purple_ipe - Tech Level: 150
expansion_box_purple_spiral - Tech Level: 150
expansion_box_purpleheart - Tech Level: 150
expansion_box_rainbow_gum - Tech Level: 150
expansion_box_red_banana - Tech Level: 150
expansion_box_red_crepe_myrtle - Tech Level: 150
expansion_box_red_delicious_apple - Tech Level: 150
expansion_box_red_maple - Tech Level: 150
expansion_box_rippling_willow - Tech Level: 150
expansion_box_rose_gum - Tech Level: 150
expansion_box_rowan - Tech Level: 150
expansion_box_rubber_tree - Tech Level: 150
expansion_box_salak - Tech Level: 150
expansion_box_satsuma - Tech Level: 150
expansion_box_sequoia - Tech Level: 150
expansion_box_silver_fir - Tech Level: 250
expansion_box_silver_lime - Tech Level: 250
expansion_box_socotra_dragon - Tech Level: 150
expansion_box_soul_tree - Tech Level: 150
expansion_box_sour_cherry - Tech Level: 150
expansion_box_soursop - Tech Level: 150
expansion_box_sparkle_cherry - Tech Level: 150
expansion_box_star_anise - Tech Level: 150
expansion_box_sugar_apple - Tech Level: 150
expansion_box_sugar_maple - Tech Level: 150
expansion_box_swamp_gum - Tech Level: 150
expansion_box_sweet_chestnut - Tech Level: 150
expansion_box_sweet_crabapple - Tech Level: 150
expansion_box_sweetgum - Tech Level: 150
expansion_box_tangerine - Tech Level: 150
expansion_box_teak - Tech Level: 150
expansion_box_thunder_bolt - Tech Level: 150
expansion_box_time_traveller - Tech Level: 150
expansion_box_tuscarora_crepe_myrtle - Tech Level: 150
expansion_box_walnut - Tech Level: 150
expansion_box_water_wonder - Tech Level: 150
expansion_box_wenge - Tech Level: 150
expansion_box_western_hemlock - Tech Level: 150
expansion_box_white_ipe - Tech Level: 150
expansion_box_white_poplar - Tech Level: 150
expansion_box_white_willow - Tech Level: 150
expansion_box_whitebeam - Tech Level: 150
expansion_box_wild_cherry - Tech Level: 150
expansion_box_yellow_meranti - Tech Level: 150
expansion_box_yew - Tech Level: 150
expansion_box_zebrano - Tech Level: 150
fig_crate - Tech Level: 150
fig - Tech Level: 150
finger_lime_bookshelf - Tech Level: 150
finger_lime_button - Tech Level: 150
finger_lime_crate - Tech Level: 150
finger_lime_pressure_plate - Tech Level: 150
finger_lime - Tech Level: 150
firecracker_bookshelf - Tech Level: 150
firecracker_button - Tech Level: 150
firecracker_pressure_plate - Tech Level: 150
flickering_sun_bookshelf - Tech Level: 150
flickering_sun_button - Tech Level: 150
flickering_sun_pressure_plate - Tech Level: 150
foggy_blast_bookshelf - Tech Level: 150
foggy_blast_button - Tech Level: 150
foggy_blast_pressure_plate - Tech Level: 150
fustic - Tech Level: 150
ginkgo_bookshelf - Tech Level: 150
ginkgo_button - Tech Level: 150
ginkgo_nut_crate - Tech Level: 150
ginkgo_nut - Tech Level: 150
ginkgo_pressure_plate - Tech Level: 150
golden_delicious_apple_bookshelf - Tech Level: 250
golden_delicious_apple_button - Tech Level: 250
golden_delicious_apple_crate - Tech Level: 250
golden_delicious_apple_pressure_plate - Tech Level: 250
golden_delicious_apple - Tech Level: 250
grandidiers_baobab_bookshelf - Tech Level: 150
grandidiers_baobab_button - Tech Level: 150
grandidiers_baobab_pressure_plate - Tech Level: 150
granny_smith_apple_bookshelf - Tech Level: 150
granny_smith_apple_button - Tech Level: 150
granny_smith_apple_crate - Tech Level: 150
granny_smith_apple_pressure_plate - Tech Level: 150
granny_smith_apple - Tech Level: 150
great_sallow_bookshelf - Tech Level: 150
great_sallow_button - Tech Level: 150
great_sallow_pressure_plate - Tech Level: 150
greenheart_bookshelf - Tech Level: 150
greenheart_button - Tech Level: 150
greenheart_pressure_plate - Tech Level: 150
haematoxylin - Tech Level: 150
haw_crate - Tech Level: 150
haw - Tech Level: 150
hawthorn_bookshelf - Tech Level: 150
hawthorn_button - Tech Level: 150
hawthorn_pressure_plate - Tech Level: 150
hazel_bookshelf - Tech Level: 150
hazel_button - Tech Level: 150
hazel_pressure_plate - Tech Level: 150
hazelnut_crate - Tech Level: 150
hazelnut - Tech Level: 150
holly_bookshelf - Tech Level: 150
holly_button - Tech Level: 150
holly_pressure_plate - Tech Level: 150
hornbeam_bookshelf - Tech Level: 150
hornbeam_button - Tech Level: 150
hornbeam_pressure_plate - Tech Level: 150
ipe_bookshelf - Tech Level: 150
ipe_button - Tech Level: 150
ipe_pressure_plate - Tech Level: 150
iroko_bookshelf - Tech Level: 150
iroko_button - Tech Level: 150
iroko_pressure_plate - Tech Level: 150
juniper_bookshelf - Tech Level: 150
juniper_button - Tech Level: 150
juniper_pressure_plate - Tech Level: 150
kapok_bookshelf - Tech Level: 150
kapok_button - Tech Level: 150
kapok_pressure_plate - Tech Level: 150
key_lime_bookshelf - Tech Level: 150
key_lime_button - Tech Level: 150
key_lime_crate - Tech Level: 150
key_lime_pressure_plate - Tech Level: 150
key_lime - Tech Level: 150
kumquat_bookshelf - Tech Level: 150
kumquat_button - Tech Level: 150
kumquat_crate - Tech Level: 150
kumquat_pressure_plate - Tech Level: 150
kumquat - Tech Level: 150
lawson_cypress_bookshelf - Tech Level: 150
lawson_cypress_button - Tech Level: 150
lawson_cypress_pressure_plate - Tech Level: 150
lemon_bookshelf - Tech Level: 150
lemon_button - Tech Level: 150
lemon_crate - Tech Level: 150
lemon_pressure_plate - Tech Level: 150
lemon - Tech Level: 150
lime_bookshelf - Tech Level: 150
lime_button - Tech Level: 150
lime_crate - Tech Level: 150
lime_pressure_plate - Tech Level: 150
lime - Tech Level: 150
loblolly_pine_bookshelf - Tech Level: 150
loblolly_pine_button - Tech Level: 150
loblolly_pine_pressure_plate - Tech Level: 150
mahogany_bookshelf - Tech Level: 150
mahogany_button - Tech Level: 150
mahogany_pressure_plate - Tech Level: 150
mandarin_bookshelf - Tech Level: 150
mandarin_button - Tech Level: 150
mandarin_crate - Tech Level: 150
mandarin_pressure_plate - Tech Level: 150
mandarin - Tech Level: 150
mango_bookshelf - Tech Level: 150
mango_button - Tech Level: 150
mango_crate - Tech Level: 150
mango_pressure_plate - Tech Level: 150
mango - Tech Level: 150
maple_sap_bucket - Tech Level: 150
maple_syrup - Tech Level: 150
monkey_puzzle_bookshelf - Tech Level: 150
monkey_puzzle_button - Tech Level: 150
monkey_puzzle_pressure_plate - Tech Level: 150
myrtle_ebony_bookshelf - Tech Level: 150
myrtle_ebony_button - Tech Level: 150
myrtle_ebony_pressure_plate - Tech Level: 150
nectarine_bookshelf - Tech Level: 150
nectarine_button - Tech Level: 150
nectarine_crate - Tech Level: 150
nectarine_pressure_plate - Tech Level: 150
nectarine - Tech Level: 150
night_fuchsia_bookshelf - Tech Level: 150
night_fuchsia_button - Tech Level: 150
night_fuchsia_pressure_plate - Tech Level: 150
nutmeg_bookshelf - Tech Level: 150
nutmeg_button - Tech Level: 150
nutmeg_crate - Tech Level: 150
nutmeg_pressure_plate - Tech Level: 150
nutmeg - Tech Level: 150
old_fustic_bookshelf - Tech Level: 150
